,Dataset,Subject,Group,Condition,MeanDuration_A,MeanDuration_B,MeanDuration_C,MeanDuration_D,MeanDurationAll,MeanOccurrence_A,MeanOccurrence_B,MeanOccurrence_C,MeanOccurrence_D,MeanOccurrenceAll,Coverage_A,Coverage_B,Coverage_C,Coverage_D,MeanGFP_A,MeanGFP_B,MeanGFP_C,MeanGFP_D,OrgTM_A->B,OrgTM_A->C,OrgTM_A->D,OrgTM_B->A,OrgTM_B->C,OrgTM_B->D,OrgTM_C->A,OrgTM_C->B,OrgTM_C->D,OrgTM_D->A,OrgTM_D->B,OrgTM_D->C,psi/ctrl
117,ctrl_sub231_music,sub231,meditator,music,0.046657,0.050083,0.047194,0.050644,0.048639,4.896,5.6109,5.3758,4.6768,20.5596,22.8817,28.0689,25.4011,23.6482,6.548,6.7486,6.6198,8.1427,8.4004,8.3385,7.1009,8.6788,10.0248,8.617,8.3849,10.7209,7.0235,6.745,8.1838,7.7816,ctrl
118,ctrl_sub232_music,sub232,meditator,music,0.032588,0.033006,0.03267,0.029699,0.032031,7.8758,7.5284,8.4669,7.3487,31.2198,25.6402,24.8049,27.6295,21.9254,4.0278,4.3996,4.1363,3.9817,8.2575,9.3089,7.642,7.8728,9.0781,7.1932,9.8731,8.4754,8.7319,7.4625,7.3856,8.7191,ctrl
119,ctrl_sub233_music,sub233,meditator,music,0.045937,0.044657,0.050871,0.053059,0.04881,4.9544,4.7044,5.5967,5.2322,20.4877,22.8151,21.0854,28.4256,27.6739,6.2826,6.1728,6.4896,6.9616,7.0312,8.7636,8.3899,6.9973,8.6787,7.286,8.9844,8.4239,9.9015,8.1861,7.4728,9.8845,ctrl
120,ctrl_sub002_restingstate,sub002,non meditator,restingstate,0.057994,0.053624,0.063905,0.058626,0.058639,4.3826,3.8952,4.2598,4.5158,17.0534,25.4253,20.952,27.1483,26.4743,7.1173,6.7795,7.7988,6.7826,6.9767,9.0142,9.7345,7.4913,7.2031,8.1292,8.4585,7.8617,8.6438,9.7345,8.0058,8.7467,ctrl
121,ctrl_sub003_restingstate,sub003,non meditator,restingstate,0.036406,0.037656,0.04038,0.034927,0.037497,6.1118,6.486,7.6632,6.4081,26.6691,22.2842,24.4187,30.8323,22.4648,4.8453,5.1017,5.1554,4.9936,7.2674,9.011,6.652,7.7656,9.348,7.1941,8.5714,10.0513,10.1245,6.6081,7.0037,10.4029,ctrl
122,ctrl_sub004_restingstate,sub004,non meditator,restingstate,0.07212,0.058213,0.060988,0.073071,0.066982,4.0962,2.6236,3.9752,4.2344,14.9294,29.4806,15.3397,24.3129,30.8668,11.0361,9.865,10.4674,11.4211,5.2363,10.0324,12.1872,5.607,5.7229,6.2095,10.5422,6.1168,9.9629,11.2836,6.2326,10.8665,ctrl
123,ctrl_sub005_restingstate,sub005,non meditator,restingstate,0.053572,0.052999,0.056309,0.050017,0.053254,4.7033,4.9636,4.6505,4.4605,18.7779,25.1911,26.3113,26.135,22.3627,5.7349,5.1691,6.5051,5.4578,8.4787,8.5725,8.0098,8.2724,9.0977,9.0415,9.0415,9.0227,6.6967,7.7471,8.9477,7.0718,ctrl
124,ctrl_sub006_restingstate,sub006,non meditator,restingstate,0.041939,0.042427,0.043548,0.04395,0.042997,5.8627,5.2936,5.7696,6.3316,23.2575,24.6151,22.4727,25.1117,27.8005,4.2655,4.3812,4.5042,4.3361,7.4091,8.3641,9.4424,7.3475,6.9008,8.4874,8.4412,7.0856,9.2884,9.4116,8.2717,9.5502,ctrl
125,ctrl_sub007_restingstate,sub007,non meditator,restingstate,0.056299,0.048523,0.053318,0.060907,0.055091,4.8179,4.2009,4.1296,5.0033,18.1517,27.1038,20.4808,22.0438,30.3716,5.3098,5.0372,5.4587,5.8056,8.64,7.1639,10.7262,8.3842,6.6719,8.1283,7.4395,6.5735,8.7384,10.7459,7.9118,8.8762,ctrl
126,ctrl_sub008_restingstate,sub008,non meditator,restingstate,0.063982,0.062954,0.052491,0.060191,0.060174,4.2307,4.6005,3.771,4.0164,16.6185,27.0168,28.921,19.8875,24.1747,10.009,10.2277,8.7102,9.9074,9.6754,7.6155,8.1565,10.0707,8.4686,9.1552,7.2409,8.5726,6.8664,8.1357,9.4465,6.5959,ctrl
127,ctrl_sub009_restingstate,sub009,non meditator,restingstate,0.039102,0.037954,0.033185,0.032878,0.035798,6.9256,7.1759,6.6074,7.226,27.9349,26.9593,27.1537,22.0181,23.869,5.2212,5.0503,4.7784,4.8122,8.836,7.8883,8.0548,8.1701,7.5298,10.0013,8.0804,7.7731,7.7987,8.5414,9.0921,8.2341,ctrl
128,ctrl_sub010_restingstate,sub010,non meditator,restingstate,0.049151,0.048799,0.053578,0.053785,0.051211,5.3111,4.9223,5.3363,3.9573,19.527,26.146,24.0647,28.5434,21.2459,5.038,5.5575,6.1984,6.029,8.9616,11.5669,6.6704,10.1626,8.9246,6.0976,10.1811,9.7007,7.4464,6.8736,6.578,6.8367,ctrl
129,ctrl_sub011_restingstate,sub011,non meditator,restingstate,0.043248,0.043464,0.049553,0.04223,0.044726,5.6357,5.2866,5.9455,5.4906,22.3584,24.4091,23.0066,29.3388,23.2454,4.3164,4.2505,5.0974,4.4408,8.3686,9.2319,7.6462,7.1882,8.1924,8.2452,9.7252,8.1395,8.7209,8.2629,7.1001,9.179,ctrl
130,ctrl_sub012_restingstate,sub012,non meditator,restingstate,0.050643,0.04548,0.045192,0.037171,0.044958,5.5717,6.0299,5.9896,4.6517,22.2429,28.0822,27.4105,27.0623,17.445,4.9344,4.444,4.5274,4.1867,9.3027,9.5671,6.1963,9.3358,10.7072,7.0886,9.3192,9.9636,7.6504,6.3781,7.8486,6.6424,ctrl
131,ctrl_sub013_restingstate,sub013,non meditator,restingstate,0.051625,0.050603,0.047586,0.050804,0.050189,4.7627,5.3758,4.6861,5.0999,19.9246,24.5615,27.1947,22.3462,25.8976,8.5104,8.0606,7.5625,7.7989,8.6436,6.4634,8.8173,8.6051,9.261,9.0874,7.2545,8.6051,7.6597,8.0455,9.782,7.7754,ctrl
132,ctrl_sub014_restingstate,sub014,non meditator,restingstate,0.048712,0.03907,0.035906,0.038863,0.041142,7.0498,6.3531,5.1921,5.7109,24.3059,34.0936,24.8829,18.7689,22.2546,7.5776,6.6655,6.8067,7.2097,11.3901,8.4006,9.1928,10.8221,7.1898,8.1614,8.4454,6.8012,6.1286,9.7459,7.9372,5.7848,ctrl
133,ctrl_sub017_restingstate,sub017,non meditator,restingstate,0.036099,0.037276,0.034238,0.040414,0.037108,6.5451,7.1802,6.2042,7.0188,26.9483,23.6607,26.7591,21.3332,28.247,3.4049,3.319,3.2813,3.7188,8.7408,7.0753,8.4344,8.4211,8.3678,9.8601,7.2085,8.0746,7.7548,8.6476,9.8201,7.5949,ctrl
134,ctrl_sub018_restingstate,sub018,non meditator,restingstate,0.030929,0.02698,0.025639,0.02324,0.026818,10.1769,9.2986,8.4965,9.3167,37.2887,31.1861,25.0775,21.8533,21.883,5.8211,5.3464,5.4036,5.5094,10.8082,7.1178,9.3574,10.594,7.4586,6.8841,6.9133,7.1373,8.7342,9.7955,6.9912,8.2084,ctrl
135,ctrl_sub019_restingstate,sub019,non meditator,restingstate,0.067112,0.055954,0.049345,0.049992,0.055781,4.5963,4.6796,4.3535,4.298,17.9274,30.6668,26.1813,21.5793,21.5726,11.127,8.9203,9.3955,9.944,8.3624,8.8463,8.4398,7.7042,8.6914,9.698,9.4851,8.9818,5.8266,8.4592,8.7495,6.7557,ctrl
136,ctrl_sub020_restingstate,sub020,non meditator,restingstate,0.040399,0.039002,0.038495,0.035463,0.038457,7.0383,6.7488,6.3465,5.869,26.0027,28.3663,26.3034,24.43,20.9003,5.8803,5.8251,6.2722,5.9599,10.1405,8.7788,8.1704,10.2419,8.3007,7.446,9.112,8.2863,6.9535,7.7213,7.5474,7.3012,ctrl
137,ctrl_sub021_restingstate,sub021,non meditator,restingstate,0.052424,0.054618,0.042477,0.06129,0.053171,4.3247,4.4458,4.5011,5.5356,18.8071,22.6833,24.2584,19.2937,33.7646,5.0226,5.3476,5.1751,5.8476,7.4701,6.9733,8.5557,7.4885,5.851,10.2852,6.8261,6.5133,10.598,8.6845,9.6596,11.0948,ctrl
138,ctrl_sub022_restingstate,sub022,non meditator,restingstate,0.046875,0.039591,0.04994,0.044882,0.045562,5.494,5.1519,6.1746,5.1275,21.9481,25.7231,20.5263,30.7226,23.0281,8.5075,8.1033,8.9003,9.3954,8.0815,9.4496,7.4928,8.0974,9.2587,6.1088,9.6405,8.7337,9.7677,7.3019,6.6656,9.4018,ctrl
139,ctrl_sub023_restingstate,sub023,non meditator,restingstate,0.052745,0.051826,0.054536,0.055035,0.053632,4.3922,4.2674,4.8272,5.1587,18.6455,23.1808,22.1442,26.3098,28.3651,5.0051,5.2598,5.5641,5.6336,6.3565,7.9073,9.2667,7.1798,7.735,7.9648,7.2947,8.1179,10.4729,9.0944,8.3285,10.2814,ctrl
140,ctrl_sub025_restingstate,sub025,non meditator,restingstate,0.042536,0.044563,0.047729,0.039343,0.043757,5.3938,5.8967,6.304,5.2592,22.8536,22.9717,26.2568,29.9789,20.7926,5.8402,6.1063,6.0384,5.9762,8.2674,8.7017,6.6387,7.9417,10.0822,7.7555,9.0895,9.8806,8.6242,6.5767,7.6625,8.7793,ctrl
141,ctrl_sub026_restingstate,sub026,non meditator,restingstate,0.051006,0.044562,0.047437,0.040713,0.046063,5.4381,5.2089,5.9679,5.0944,21.7092,27.6254,23.2447,28.276,20.8539,5.7392,5.1786,5.2171,5.1051,7.2998,10.1404,7.597,7.8778,8.654,7.4814,9.7936,9.3146,8.3732,7.3823,7.3823,8.7036,ctrl
142,ctrl_sub027_restingstate,sub027,non meditator,restingstate,0.038012,0.03864,0.039269,0.040778,0.039223,6.1962,5.8608,6.6073,6.8309,25.4952,23.5891,22.6625,25.9446,27.8038,4.7761,5.0523,4.8883,5.1112,7.0235,8.213,9.0767,7.1509,7.9156,7.9014,7.9581,8.128,9.8272,9.1759,7.8448,9.7848,ctrl
143,ctrl_sub028_restingstate,sub028,non meditator,restingstate,0.046588,0.043207,0.038698,0.04595,0.043799,6.0115,5.4711,5.2324,6.1168,22.8318,27.9334,23.653,20.3647,28.0488,5.5978,6.2789,5.1294,6.0767,8.6435,8.1206,9.5663,8.3974,6.4442,9.1049,8.0129,6.7671,8.136,9.92,8.5358,8.3513,ctrl
144,ctrl_sub029_restingstate,sub029,non meditator,restingstate,0.056352,0.046851,0.04344,0.048186,0.049058,5.6225,4.5786,4.6409,5.542,20.384,31.5234,21.491,20.262,26.7236,5.2465,4.944,4.6514,4.7598,8.8013,7.8114,10.9611,8.2433,6.7315,7.5054,7.9554,6.0835,8.6933,11.4291,7.5594,8.2253,ctrl
145,ctrl_sub030_restingstate,sub030,non meditator,restingstate,0.058778,0.069335,0.060119,0.057143,0.061129,4.1253,3.7708,4.1948,4.2678,16.3589,24.2788,26.047,25.2325,24.4417,6.5727,7.7725,5.8486,5.9293,7.4405,8.4396,9.3325,7.9719,7.6743,7.398,8.716,7.568,9.3537,8.5247,8.0357,9.5451,ctrl
146,ctrl_sub031_restingstate,sub031,non meditator,restingstate,0.052731,0.053154,0.047754,0.059838,0.05354,4.7034,4.5124,4.4721,4.9898,18.6776,24.8149,23.9916,21.4489,29.7446,6.1207,6.2305,6.1528,7.1539,7.3921,8.3777,9.4224,8.2397,7.0964,8.8508,7.8257,7.6286,8.4565,9.1465,9.0873,8.4762,ctrl
147,ctrl_sub032_restingstate,sub032,non meditator,restingstate,0.066746,0.078507,0.072491,0.060951,0.069771,3.6981,3.5986,3.6226,3.4134,14.3327,24.7144,28.164,26.2331,20.8886,8.0106,9.1221,7.8356,7.887,8.7623,8.7862,8.2595,8.882,8.6186,7.6131,8.7144,8.6186,7.9243,8.2116,7.7328,7.8765,ctrl
148,ctrl_sub201_restingstate,sub201,meditator,restingstate,0.054213,0.055999,0.047403,0.050244,0.052131,4.8935,5.1769,4.5787,4.5332,19.1823,26.4916,28.9157,21.7843,22.8084,6.5826,7.0438,6.3319,7.0833,9.6133,8.1722,7.7162,9.5768,8.6465,8.7742,8.154,8.5918,7.1324,7.7891,8.7924,7.0412,ctrl
149,ctrl_sub204_restingstate,sub204,meditator,restingstate,0.038987,0.036301,0.03956,0.03783,0.038185,6.2929,6.3218,6.7543,6.8191,26.1881,24.5094,23.008,26.6739,25.8088,4.3287,4.3606,4.5264,4.5488,8.0452,8.3758,7.6044,7.9625,7.5768,8.6238,8.1829,7.7834,9.8085,7.8936,8.3207,9.8223,ctrl
150,ctrl_sub205_restingstate,sub205,meditator,restingstate,0.065484,0.05233,0.052619,0.056539,0.057273,5.065,3.8191,4.1872,4.3889,17.4602,33.0274,20.049,22.0983,24.8254,8.7702,7.6745,8.6918,9.7443,8.7513,10.2132,10.0305,8.731,6.0711,7.1066,10.2741,5.665,8.0203,9.9898,7.4518,7.6954,ctrl
151,ctrl_sub206_restingstate,sub206,meditator,restingstate,0.06553,0.055922,0.067178,0.063756,0.063348,3.9706,3.5591,4.2093,4.0467,15.7857,25.993,19.9839,28.228,25.7951,11.5756,10.0941,12.0003,10.9622,7.8272,8.8358,8.485,6.0952,8.6385,7.7834,9.8882,7.4107,9.3839,9.1866,7.2572,9.2085,ctrl
152,ctrl_sub207_restingstate,sub207,meditator,restingstate,0.045182,0.044226,0.042909,0.045904,0.044592,5.5443,5.5991,5.3507,5.9315,22.4256,25.0362,24.7712,22.9982,27.1944,5.1039,4.9414,4.9534,5.5937,7.9583,7.3386,9.4097,9.1161,7.5179,8.3496,7.7789,7.3712,8.6921,7.8441,9.6217,9.002,ctrl
153,ctrl_sub208_restingstate,sub208,meditator,restingstate,0.034706,0.034463,0.038686,0.040276,0.03708,6.6092,6.3863,7.7145,6.2589,26.9689,23.0182,22.0946,29.7811,25.1062,3.8655,3.8004,4.0509,4.7488,7.6531,9.8639,7.0408,7.3639,9.6599,6.6327,9.8469,9.2177,9.5578,7.2789,6.7347,9.1497,ctrl
154,ctrl_sub209_restingstate,sub209,meditator,restingstate,0.061499,0.055451,0.052416,0.049544,0.054921,4.8201,4.6649,4.432,4.2908,18.2079,29.5321,25.8585,23.2696,21.3398,6.1479,5.6164,5.7627,5.4048,9.81,8.4723,8.1815,9.7712,7.8907,7.9682,9.2478,7.7162,7.3866,7.4641,8.1039,7.9876,ctrl
155,ctrl_sub210_restingstate,sub210,meditator,restingstate,0.039524,0.032943,0.040941,0.039149,0.0383,7.8132,5.934,6.5416,5.821,26.1098,30.8336,19.7062,26.6959,22.7643,5.5149,5.2951,5.821,5.8593,10.069,10.9893,8.851,10.2179,6.8751,5.6435,10.9081,6.3337,7.8089,8.8104,6.3337,7.1593,ctrl
156,ctrl_sub211_restingstate,sub211,meditator,restingstate,0.038919,0.036828,0.042621,0.037748,0.039006,6.827,6.1775,6.1459,6.4864,25.6368,26.5726,22.8164,26.086,24.525,4.8307,4.8847,5.7556,5.0544,9.0258,8.9636,8.6523,9.1503,6.9406,8.061,8.3411,7.0028,8.6835,9.1815,7.9054,8.0921,ctrl
157,ctrl_sub212_restingstate,sub212,meditator,restingstate,0.041809,0.039341,0.037606,0.039798,0.039609,6.0254,6.125,6.4309,6.6656,25.2468,25.1276,24.1044,24.246,26.522,5.4208,4.8049,4.9423,5.0685,7.753,7.6825,8.4015,7.5698,8.1477,8.5424,7.2597,8.7821,9.4446,9.0358,7.7389,9.642,ctrl
158,ctrl_sub213_restingstate,sub213,meditator,restingstate,0.053308,0.058914,0.048919,0.045616,0.051981,4.494,5.4192,4.7902,4.5343,19.2377,23.9348,31.7871,23.4877,20.7904,8.3197,7.3757,7.1335,6.9923,9.8058,7.1973,6.3785,9.1394,9.7296,9.2917,7.4829,9.5202,7.8827,6.7593,8.8347,7.9779,ctrl
159,ctrl_sub214_restingstate,sub214,meditator,restingstate,0.038001,0.042917,0.042126,0.04086,0.04107,5.6896,6.5805,6.2007,5.8777,24.3485,21.7023,28.185,26.0907,24.022,4.5736,5.1026,5.3849,5.4009,8.5923,7.4836,7.2939,8.5485,9.9344,8.5339,7.7899,9.3654,8.3005,7.046,9.0591,8.0525,ctrl
160,ctrl_sub215_restingstate,sub215,meditator,restingstate,0.053235,0.046396,0.059703,0.047715,0.05212,4.8897,4.0784,5.2474,4.9708,19.1864,26.0103,19.0086,31.1817,23.7993,6.9022,6.8172,7.5448,6.7524,6.7823,9.8651,8.8247,6.7437,7.8035,6.7245,9.9807,7.0328,10.3661,8.7476,7.4374,9.6917,ctrl
161,ctrl_sub216_restingstate,sub216,meditator,restingstate,0.045476,0.039896,0.042805,0.050721,0.044685,6.0944,5.3979,5.6439,5.2427,22.3789,27.694,21.6462,24.2042,26.4556,6.0336,5.5618,6.2954,7.4915,9.6862,9.6353,7.888,8.9398,7.9729,7.2265,9.0585,7.7693,8.3461,9.1773,6.6836,7.6166,ctrl
162,ctrl_sub217_restingstate,sub217,meditator,restingstate,0.045545,0.042603,0.037283,0.042897,0.042237,6.1649,5.9483,5.3801,6.1827,23.6759,27.9858,25.3316,20.1792,26.5034,8.1444,7.5022,7.064,8.1214,8.7661,7.4152,9.8619,9.1114,7.4152,8.601,7.4302,7.6253,7.6554,9.4716,8.7361,7.9105,ctrl
163,ctrl_sub218_restingstate,sub218,meditator,restingstate,0.034798,0.032658,0.036933,0.036079,0.035222,7.0462,6.2267,7.01,8.1088,28.3917,24.5354,20.4209,25.8256,29.2181,3.5163,3.5473,4.0667,3.651,6.6616,7.9018,10.2672,6.636,7.0963,8.1959,8.0169,6.5337,10.1266,10.1777,8.6945,9.6919,ctrl
164,ctrl_sub219_restingstate,sub219,meditator,restingstate,0.052396,0.051913,0.059714,0.051612,0.054127,4.6857,4.6092,5.1098,4.0704,18.4751,24.5801,23.964,30.4109,21.0449,7.2809,7.2113,8.1537,7.7202,7.6807,10.8434,6.8148,8.6596,9.0926,7.2101,9.8645,9.7892,8.0008,6.8336,7.4925,7.7184,ctrl
165,ctrl_sub220_restingstate,sub220,meditator,restingstate,0.054925,0.062372,0.056771,0.055406,0.05739,4.1914,4.4111,4.2891,4.5332,17.4247,23.0562,27.4388,24.3583,25.1467,7.3008,7.5214,7.6343,7.7028,8.5102,7.3288,8.2299,7.7693,8.3901,9.131,7.7293,8.2299,8.6704,8.5302,8.5903,8.8907,ctrl
166,ctrl_sub221_restingstate,sub221,meditator,restingstate,0.050548,0.042825,0.04218,0.045142,0.045309,5.8656,5.5361,5.1294,5.5396,22.0707,29.5195,23.7662,21.7038,25.0106,6.3757,5.851,5.9358,6.068,8.7067,8.9291,8.945,9.374,7.1656,8.5478,7.817,7.817,7.5945,9.3899,8.5637,7.1497,ctrl
167,ctrl_sub222_restingstate,sub222,meditator,restingstate,0.0519,0.053271,0.052636,0.041832,0.050002,5.0398,4.4569,5.7079,4.7945,19.9991,26.1196,23.6863,29.9867,20.2074,5.1923,5.9908,5.1039,5.0827,6.8849,10.4252,7.8456,6.8493,8.2903,7.1518,10.5141,9.0909,8.9664,7.8634,6.3156,9.8025,ctrl
168,ctrl_sub223_restingstate,sub223,meditator,restingstate,0.044547,0.047334,0.043601,0.040229,0.044033,5.5899,6.1174,5.5722,5.4306,22.7101,24.8889,28.8686,24.3058,21.9367,4.9113,4.725,4.8864,4.5716,8.83,8.4555,7.3479,9.4852,8.6115,8.83,8.0031,8.7832,7.7223,7.1451,9.3292,7.4571,ctrl
169,ctrl_sub224_restingstate,sub224,meditator,restingstate,0.052511,0.046053,0.044944,0.048022,0.048003,5.4612,4.7888,5.0307,5.5514,20.8321,28.5786,22.0913,22.6715,26.6586,6.1292,5.5971,5.3808,6.3213,7.1005,9.0783,10.087,7.7136,6.8434,8.3861,8.7223,7.1994,8.2278,9.7112,8.6828,8.2476,ctrl
170,ctrl_sub225_restingstate,sub225,meditator,restingstate,0.068269,0.062467,0.06163,0.061964,0.06367,4.1243,4.0349,3.7184,3.8285,15.706,28.0982,25.2194,22.9396,23.7427,10.2511,10.0777,9.9847,10.0046,9.3757,8.1051,8.7623,9.7919,7.7108,8.1928,7.9956,8.2585,7.4261,8.4775,8.0394,7.8642,ctrl
171,ctrl_sub226_restingstate,sub226,meditator,restingstate,0.052198,0.054746,0.0565,0.060157,0.056033,4.4024,4.2113,4.3139,4.9191,17.8467,23.0377,23.0739,24.3668,29.5216,7.556,7.5575,8.2478,7.649,7.5457,7.8634,9.2732,7.8832,7.0095,8.6974,7.5655,7.0095,9.5909,9.1739,9.0548,9.3328,ctrl
172,ctrl_sub227_restingstate,sub227,meditator,restingstate,0.05491,0.072148,0.062443,0.064309,0.064367,3.1519,4.7417,3.5614,4.081,15.536,17.3972,34.0989,22.2589,26.245,5.6842,6.8888,7.1528,6.2429,7.9752,5.9592,6.358,7.6872,9.7918,13.0261,5.8928,10.1462,6.8897,6.6903,12.4058,7.1777,ctrl
173,ctrl_sub228_restingstate,sub228,meditator,restingstate,0.069288,0.064032,0.061625,0.068015,0.065883,3.8797,3.6323,3.5738,4.0927,15.1785,26.8425,23.2779,22.0686,27.811,8.736,8.339,8.0973,8.8649,7.6313,6.9746,10.9601,8.1069,7.1784,8.6504,8.8089,7.3822,7.337,8.6504,8.9221,9.3976,ctrl
174,ctrl_sub229_restingstate,sub229,meditator,restingstate,0.039021,0.042647,0.043381,0.041746,0.041765,5.7385,5.8618,6.6086,5.7349,23.9437,22.4643,24.9748,28.6195,23.9414,6.5049,7.0225,7.213,7.817,7.5655,9.3906,7.0062,7.8452,8.8019,7.8452,9.2876,9.2287,9.0963,6.8296,7.6832,9.4201,ctrl
175,ctrl_sub230_restingstate,sub230,meditator,restingstate,0.050004,0.045912,0.041426,0.045467,0.045824,5.5968,5.4156,4.9521,5.8582,21.8226,27.8882,24.8623,20.6055,26.644,7.5593,6.6686,6.442,6.4311,8.4491,8.0977,9.104,8.6727,6.836,9.2956,7.0755,7.1714,8.4491,9.9026,9.1998,7.7464,ctrl
176,ctrl_sub231_restingstate,sub231,meditator,restingstate,0.048907,0.047605,0.056769,0.0526,0.051617,4.8336,4.4667,5.0665,5.0065,19.3734,23.6886,21.3307,28.6646,26.3162,7.0155,6.8876,7.8548,7.4992,7.7666,8.5141,8.6418,7.0374,8.4959,7.5479,8.6053,7.8396,9.6809,9.2434,7.4749,9.1522,ctrl
177,ctrl_sub232_restingstate,sub232,meditator,restingstate,0.031717,0.03035,0.031426,0.030048,0.030865,7.5438,7.6846,8.3803,8.7907,32.3994,23.8877,23.3466,26.3076,26.4581,5.0298,4.7357,4.9849,4.913,6.777,8.3957,8.1058,6.922,7.8884,8.9152,7.5985,8.1783,10.0991,8.7582,8.7582,9.6038,ctrl
178,ctrl_sub233_restingstate,sub233,meditator,restingstate,0.063551,0.048689,0.058701,0.05732,0.05748,4.9031,3.9439,4.5408,4.0095,17.3974,31.0599,19.3192,26.6364,22.9845,6.3027,5.7803,6.2027,6.3865,8.6094,10.1369,9.4426,8.5102,8.1531,5.9909,10.613,7.8754,7.6175,9.0657,6.1694,7.8159,ctrl
179,ctrl_sub001_video,sub001,non meditator,video,0.049014,0.044414,0.050867,0.044677,0.047449,5.2546,4.8886,5.9635,4.9687,21.0754,25.7215,21.7723,30.2522,22.254,4.8924,4.4982,4.5499,4.7433,6.8899,9.8506,8.0797,6.9175,9.6569,6.6685,10.1826,9.2142,9.0481,7.6923,6.9452,8.8545,ctrl
180,ctrl_sub004_video,sub004,non meditator,video,0.044895,0.045799,0.041492,0.046298,0.044704,5.3379,6.0634,5.2305,5.7376,22.3694,23.9597,27.741,21.7743,26.525,5.914,5.6911,5.6481,5.9731,8.3333,7.5199,8.0179,8.7483,8.4495,9.8772,6.9887,8.6155,7.7689,8.1341,10.1262,7.4203,ctrl
181,ctrl_sub005_video,sub005,non meditator,video,0.036514,0.034736,0.036015,0.03893,0.036558,6.7034,6.9178,6.747,6.9853,27.3535,24.4783,24.095,24.3187,27.1079,3.0337,3.0298,3.0373,3.3315,7.9708,8.0876,8.4526,8.1314,8.4818,8.6569,8.0292,8.2482,8.4088,8.2628,9.1241,8.146,ctrl
182,ctrl_sub006_video,sub006,non meditator,video,0.045468,0.040986,0.041308,0.038852,0.041647,5.8088,6.3278,6.1752,5.6998,24.0116,26.3101,25.9539,25.5179,22.2181,4.3598,4.1462,4.1274,4.132,9.1543,8.5856,6.5493,8.659,8.8057,8.769,7.8151,9.3377,8.4755,7.705,7.8518,8.2921,ctrl
183,ctrl_sub007_video,sub007,non meditator,video,0.043549,0.039526,0.044904,0.038132,0.04167,6.0489,5.509,6.5655,5.8747,23.998,26.2901,21.8288,29.3843,22.4968,3.191,3.0552,3.4198,3.1212,7.5918,9.2926,8.1587,7.5918,8.6271,6.5812,9.5144,8.2573,9.7609,8.1834,7.0742,9.3665,ctrl
184,ctrl_sub008_video,sub008,non meditator,video,0.035261,0.039141,0.033702,0.032144,0.035318,7.0748,8.2647,6.41,6.5649,28.3144,24.9487,32.1791,21.6584,21.2137,4.7271,5.4091,5.0872,4.8538,10.6417,7.1524,7.1257,10.4679,9.0909,9.6791,6.9652,9.2914,6.377,7.5668,9.2647,6.377,ctrl
185,ctrl_sub009_video,sub009,non meditator,video,0.03322,0.031022,0.029655,0.026209,0.030224,9.3749,8.4612,7.654,7.5966,33.0867,30.9693,26.2062,22.7251,20.0995,3.5174,3.7428,3.6554,3.3995,10.7819,8.7774,8.7774,10.7694,7.7067,7.1464,8.6653,7.4452,7.0593,8.877,7.3207,6.6733,ctrl
186,ctrl_sub010_video,sub010,non meditator,video,0.038631,0.034524,0.033256,0.033886,0.035025,6.7004,7.6026,6.5354,7.7126,28.551,25.7535,26.2677,21.7964,26.1823,3.7738,3.1704,3.4057,3.1477,8.0414,6.6083,8.8376,7.9618,8.0812,10.7484,6.9666,8.1608,7.5239,8.4395,10.5096,8.121,ctrl
187,ctrl_sub011_video,sub011,non meditator,video,0.041137,0.037434,0.037319,0.033473,0.037491,7.0106,6.9122,6.7745,5.9759,26.6732,28.7098,25.8773,25.288,20.1249,4.2953,3.664,4.1131,3.8806,9.785,9.3996,7.1164,9.6516,8.9548,7.3388,9.2068,8.1987,7.9318,7.4277,7.8873,7.1016,ctrl
188,ctrl_sub012_video,sub012,non meditator,video,0.030068,0.03106,0.031309,0.028138,0.030158,7.9346,8.5,8.4593,8.2648,33.1587,23.8624,26.3535,26.4248,23.3593,3.1001,3.3041,3.4369,3.2007,8.2199,7.9313,7.7801,8.0137,8.7423,8.8247,8.4124,8.701,8.4124,7.5052,8.6186,8.8385,ctrl
189,ctrl_sub013_video,sub013,non meditator,video,0.036841,0.040163,0.037787,0.033937,0.037322,6.4629,7.6084,6.3776,6.3451,26.7938,23.8256,30.4479,24.0839,21.6426,5.3674,5.636,5.6798,5.3598,9.7237,7.2508,7.1134,9.739,9.4489,9.2963,6.9913,9.4947,7.2813,7.3882,9.1589,7.1134,ctrl
190,ctrl_sub014_video,sub014,non meditator,video,0.033934,0.039451,0.03473,0.031205,0.035047,7.0701,7.7582,7.4755,6.2296,28.5334,24.034,30.422,25.9755,19.5685,5.2807,5.8755,5.4504,5.4896,9.4436,8.7121,6.5961,8.9342,10.5669,7.7194,8.9472,9.7701,7.4713,6.9227,7.9807,6.9357,ctrl
191,ctrl_sub017_video,sub017,non meditator,video,0.038177,0.035644,0.034011,0.034143,0.035479,6.7782,7.4605,6.6884,7.2585,28.1855,25.7797,26.5854,22.8001,24.8347,3.0424,2.8664,2.9899,2.8524,8.2049,7.4663,8.4136,8.237,8.3494,9.8908,7.3218,8.8953,7.5145,8.51,9.3449,7.8516,ctrl
